-D.D.Eisenhower; ""How weary, flat, stale, and unprofitable / Seem to me all the uses of this world""-Shakespeare",
200904,00228167,r,10,"out of your own free will: ""he voluntarily submitted to the fingerprinting""",
200907,00228574,r,10,"with respect to geography: ""they are geographically closer to the center of town""",2772
200910,00228933,r,10,"in a cruel manner: ""he treated his students cruelly""",
200913,00229301,r,10,"away from home: ""they went out last night""",
200914,00229375,r,10,"from a particular thing or place or position: ""ran away from the lion""; "" wanted to get away from there""; ""sent the children away to boarding school""; ""the teacher waved the children away from the dead animal""; ""went off to school""; ""they drove off""; (""forth"" is obsolete as in ""go forth and preach"")",
200917,00230044,r,10,"on or to one side: ""step aside""; ""stood aside to let him pass""; ""threw the book aside""; ""put her sewing aside when he entered""",
200925,00231405,r,10,"at a distance in space or time: ""the boat was 5 miles off (or away)""; ""the party is still 2 weeks off (or away)""; ""away back in the l8th century""",
200931,00232171,r,10,"in an inefficient manner: ""he dealt inefficiently with the crisis""",
200934,00232544,r,10,"without luster or shine: ""the light shone dully through the haze""; ""unpolished buttons glinted dully""","1787,2097"
200938,00233016,r,10,"in an engaging manner: ""she played the role engagingly""",2234
200944,00233812,r,10,"with full knowledge and deliberation: ""he wittingly deleted the references""",
200949,00234604,r,10,"with superficial plausibility: ""he talked glibly""",
200955,00235380,r,10,"in a modest manner: ""the dissertation was entitled, modestly, ""Remarks about a play by Shakespeare""""",
200970,00237682,r,10,"with suspicion: ""she regarded the food suspiciously""",
200972,00237943,r,10,"showing firm determination or purpose: ""she resolutely refused to look at him or speak to him""; ""he entered the building resolutely""",
200876,00224429,r,10,"in an anachronistic manner: ""let's look at this phenomenon anachronistically""",
200883,00225391,r,10,"with fondness; with love: ""she spoke to her children fondly""",
200922,00230899,r,10,"indicating continuing action; continuously or steadily: ""he worked away at the project for more than a year""; ""the child kept hammering away as if his life depended on it""",
200939,00233158,r,10,"in a tragic manner; with tragic consequences: ""the adventure ended tragically""; ""tragically, she contracted AIDS""",
200953,00235159,r,10,"in motion; set in motion: ""the ship got under way""",
200957,00235721,r,10,"with a frown; while frowning: ""he looked at her frowningly""",
200962,00236474,r,10,"speaking or singing at the same time; simultaneously: ""they shouted ""Yes!"" in unison""; ""they responded in chorus to the teacher's questions""",
200921,00230705,r,10,"out of existence: ""the music faded away""; ""tried to explain away the affair of the letter""-H.E.Scudder; ""idled the hours away""; ""her fingernails were worn away""",
201145,00259456,r,10,"(theater) at or toward the rear of the stage; ""the dancers were directed to move upstage""",2610
201139,00258400,r,10,"in or into a field (especially a field of battle); ""the armies were afield, challenging the enemy's advance""; ""unlawful to carry hunting rifles afield until the season opens""",
201030,00246021,r,10,"above your head; in the sky: ""planes were flying overhead""",
200978,00238872,r,10,"in a belligerent hostile manner: ""he pushed her against the wall belligerently""",
200981,00239356,r,10,"with green color: ""the countryside rolled greenly down into the valley""",2234
200985,00239843,r,10,"in a noncompetitive manner: ""the scholarships will be awarded noncompetitively""",
200988,00240333,r,10,"in a southern direction: ""we moved south""",
200991,00240765,r,10,"happening in a short time or with great speed: ""these solutions cannot be found overnight!""",
200996,00241351,r,10,"in the way and hindering progress: ""a house with children and pets and toys always underfoot""",
200998,00241621,r,10,"in a physically fierce manner: ""silence broken by dogs barking ferociously""; ""they fought fiercely""",
201002,00242173,r,10,"in an artful manner: ""her foot pointed artfully toward tapering toes""",
201008,00242887,r,10,"as described in contrast to as practiced: ""on paper, this looks like a good idea""",
201011,00243315,r,10,"n the manner of Greek and Roman culture: ""this exercise develops a classically shaped body""","2425,2446"
201014,00243706,r,10,"in an indecent manner: ""she was rather indecently dressed""",
201015,00243839,r,10,"in a horrifying manner: ""he laughed horrifyingly""",
201018,00244239,r,10,"deliberately deviant: ""his perversely erotic notions""",2234
201022,00244755,r,10,"in an artistic manner: ""it was artistically decorated""",
201027,00245680,r,10,"on or from the outside: ""the candidate needs to be externally evaluated""",2234
201034,00246427,r,10,"side by side: ""anchored close aboard another ship""",
201037,00246734,r,10,"in an enduring manner: ""Roman culture was enduringly fertilized""",1463
201042,00247257,r,10,"for one specific case: ""they were appointed ad hoc""",
201044,00247436,r,10,"in proportion to the estimated value of the goods taxed: ""the goods were taxed ad valorem""",
201058,00249018,r,10,"for less than the standard number of hours: ""he works part-time""",
201062,00249546,r,10,"as completely as possible: ""it was chock-a-block full""",
201077,00251292,r,10,"in place of the parents: ""we had to punish this child in loco parentis""",
201080,00251649,r,10,"by the fact itself: ""ipso facto, her innocence was established""",
201082,00251879,r,10,"plus or minus a small amount: ""it is a mile away, give or take a few hundred yards""",
201089,00252604,r,10,"in an undertone: ""he uttered a curse sotto voce""",
201091,00252820,r,10,"one behind the other: ""ride tandem on a bicycle built for two""; ""riding horses down the path in tandem""",
201094,00253155,r,10,"by ordering items listed individually on a menu: ""we ate a la carte""",
201100,00253723,r,10,"toward the center or interior: ""move the needle further inwards!""",
201104,00254193,r,10,"not recorded: ""the opera was broadcast live""",
201107,00254477,r,10,"the middle or central part or point: ""in the midst of the forest""; ""could he walk out in the midst of his piece?""",
201111,00254965,r,10,"on the stage: ""it was time for her to go onstage""",
201119,00255778,r,10,"on a large scale without careful discrimination: ""I buy food wholesale""",
201123,00256176,r,10,"in an adverse manner: ""she was adversely affected by the new regulations""",
201127,00256768,r,10,"in an appealing manner: ""the table was set appealingly""",
201131,00257296,r,10,"in an ambitious and energetic manner: ""she pursued her goals ambitiously""",1502
201135,00257864,r,10,"below cost: ""sold the car at a loss""",
201137,00258112,r,10,"comparing quantity or quality: ""she was less than half her weight after the crash diet""",
201142,00258856,r,10,"in a casually inconsiderate manner: ""replied offhand, his mind a million miles away""; ""she threw him over offhandedly without even a Dear-John letter""",
201153,00260573,r,10,"by or for an administrator: ""this decision was made administratively""","1718,1820"
201157,00261067,r,10,"in an apathetic manner: ""she behaves apathetically these days""",
201023,00244868,r,10,"uniquely or characteristically: ""these peculiarly cinematic elements""; ""a peculiarly French phenomenon""; ""everyone has a moment in history which belongs particularly to him""-John Knowles",2234
201071,00250653,r,10,"at half the distance; at the middle: ""he was halfway down the ladder when he fell""",
201114,00255237,r,10,"as fast as possible; with all possible haste: ""send it to me post-haste""",
201149,00259984,r,10,"in a sparing manner; without overindulgence: ""he ate and drank abstemiously""; ""indulged temperately in cocktails""",1502
201055,00248669,r,10,"in a causal way; at home: ""we'll have dinner en famille""",
201230,00270629,r,10,"(of a ship or an airplane) behind; ""we dropped her astern on the end of a seven-inch manilla, and she laid comfortably on the ebb tide""",1942
201272,00276371,r,10,"with respect to bureaucracy: ""it's bureaucratically complicated""",1820
201276,00276900,r,10,"in a capricious manner: ""there were Turk's head lilies and patches of iris , islands of brilliant blue set capriciously in the green sea""",
201310,00282334,r,10,"in a bellicose contentious manner: """"Don't trespass onto my property,"" the neighbor shouted combatively""",
201180,00264403,r,10,"genuinely; with authority: ""it is authentically British""",
201158,00261189,r,10,"in an ardent manner: ""the spirit of God knew very well that there was a deeper question to be settled before there could be the intervention in power that was so ardently desired""",
201160,00261665,r,10,"in an ascetic manner: ""she lived ascetically in a small house all by herself""",
201165,00262362,r,10,"in an audacious manner: ""an idea so daring and yet so audaciously tempting that a shiver of excitement quivered through him""",
